variable,Year,STATION_ID,MAY_OCT_AVG
SECCHI_DEPTH,2013,1AAUA012.15,1.9166666666666667
SECCHI_DEPTH,2014,1AAUA012.15,2
SECCHI_DEPTH,2019,1AAUA012.15,2.3833333333333333
SECCHI_DEPTH,2021,1AAUA012.15,2.6666666666666665
SECCHI_DEPTH,2022,1AAUA012.15,2.3833333333333333
SECCHI_DEPTH,1999,1ALOH007.93,0.9199999999999999
SECCHI_DEPTH,2000,1ALOH007.93,1.26
SECCHI_DEPTH,2007,1ALOH007.93,0.925
SECCHI_DEPTH,2016,1ALOH007.93,1.25
SECCHI_DEPTH,2017,1ALOH007.93,1.4166666666666667
SECCHI_DEPTH,2023,1ALOH007.93,1.1
SECCHI_DEPTH,2009,1APOM013.02,1.4
SECCHI_DEPTH,2010,1APOM013.02,2.15
SECCHI_DEPTH,2016,1APOM013.02,1.4833333333333334
SECCHI_DEPTH,2017,1APOM013.02,1.6666666666666667
SECCHI_DEPTH,2023,1APOM013.02,1.9249999999999998
SECCHI_DEPTH,2006,1BCLS003.60,8.549999999999999
SECCHI_DEPTH,2011,1BCLS003.60,8.766666666666666
SECCHI_DEPTH,2017,1BCLS003.60,7.316666666666666
SECCHI_DEPTH,2018,1BCLS003.60,8.433333333333334
SECCHI_DEPTH,2023,1BCLS003.60,7.433333333333334
SECCHI_DEPTH,2000,1BCNG003.13,0.6666666666666666
SECCHI_DEPTH,2005,1BCNG003.13,1.2166666666666666
SECCHI_DEPTH,2011,1BCNG003.13,0.8166666666666667
SECCHI_DEPTH,2012,1BCNG003.13,1.05
SECCHI_DEPTH,2017,1BCNG003.13,2.1833333333333336
SECCHI_DEPTH,2018,1BCNG003.13,1.5833333333333333
SECCHI_DEPTH,2023,1BCNG003.13,1.1333333333333333
SECCHI_DEPTH,2000,1BCRO009.19,4.016666666666667
SECCHI_DEPTH,2002,1BCRO009.19,2.816666666666667
SECCHI_DEPTH,2003,1BCRO009.19,2.62
SECCHI_DEPTH,2004,1BCRO009.19,2.8166666666666664
SECCHI_DEPTH,2005,1BCRO009.19,3.0166666666666666
SECCHI_DEPTH,2006,1BCRO009.19,3.716666666666667
SECCHI_DEPTH,2007,1BCRO009.19,3.9666666666666663
SECCHI_DEPTH,2013,1BCRO009.19,5.45
SECCHI_DEPTH,2014,1BCRO009.19,4.316666666666666
SECCHI_DEPTH,2019,1BCRO009.19,4.966666666666667
SECCHI_DEPTH,2020,1BCRO009.19,4.24
SECCHI_DEPTH,2021,1BCRO009.19,2.65
SECCHI_DEPTH,2022,1BCRO009.19,2.183333333333333
SECCHI_DEPTH,2023,1BCRO009.19,2.6999999999999997
SECCHI_DEPTH,2000,1BCRO009.79,3.683333333333333
SECCHI_DEPTH,2002,1BCRO009.79,2.533333333333333
SECCHI_DEPTH,2003,1BCRO009.79,2.54
SECCHI_DEPTH,2004,1BCRO009.79,2.84
SECCHI_DEPTH,2005,1BCRO009.79,3.08
SECCHI_DEPTH,2006,1BCRO009.79,3.6166666666666667
SECCHI_DEPTH,2007,1BCRO009.79,3.075
SECCHI_DEPTH,2013,1BCRO009.79,4.133333333333333
SECCHI_DEPTH,2014,1BCRO009.79,4.1
SECCHI_DEPTH,2019,1BCRO009.79,3.85
SECCHI_DEPTH,2020,1BCRO009.79,3.56
SECCHI_DEPTH,2021,1BCRO009.79,2.775
SECCHI_DEPTH,2022,1BCRO009.79,2.05
SECCHI_DEPTH,2023,1BCRO009.79,2.466666666666667
SECCHI_DEPTH,2004,1BNTH043.48,3.5
SECCHI_DEPTH,2011,1BNTH043.48,4.316666666666666
SECCHI_DEPTH,2012,1BNTH043.48,4.66
SECCHI_DEPTH,2017,1BNTH043.48,3.6166666666666667
SECCHI_DEPTH,2018,1BNTH043.48,3.6999999999999997
SECCHI_DEPTH,2023,1BNTH043.48,4.916666666666667
SECCHI_DEPTH,2002,1BNTH045.36,3.1999999999999997
SECCHI_DEPTH,2008,1BNTH045.36,4.483333333333333
SECCHI_DEPTH,2011,1BNTH045.36,4.083333333333333
SECCHI_DEPTH,2012,1BNTH045.36,4.966666666666667
SECCHI_DEPTH,2017,1BNTH045.36,4.566666666666666
SECCHI_DEPTH,2018,1BNTH045.36,4.4399999999999995
SECCHI_DEPTH,2023,1BNTH045.36,5.416666666666667
SECCHI_DEPTH,2003,1BSKD003.18,7.066666666666666
SECCHI_DEPTH,2009,1BSKD003.18,7.233333333333333
SECCHI_DEPTH,2010,1BSKD003.18,6.44
SECCHI_DEPTH,2015,1BSKD003.18,7.466666666666667
SECCHI_DEPTH,2016,1BSKD003.18,7.633333333333333
SECCHI_DEPTH,2021,1BSKD003.18,5.475
SECCHI_DEPTH,2022,1BSKD003.18,6.54
SECCHI_DEPTH,2007,1BSTY023.05,3.783333333333333
SECCHI_DEPTH,2011,1BSTY023.05,3.5
SECCHI_DEPTH,2012,1BSTY023.05,3.2666666666666666
SECCHI_DEPTH,2017,1BSTY023.05,2.9
SECCHI_DEPTH,2018,1BSTY023.05,2.283333333333333
SECCHI_DEPTH,2000,1BXCE000.63,3.533333333333333
SECCHI_DEPTH,2002,1BXCE000.63,2.183333333333333
SECCHI_DEPTH,2003,1BXCE000.63,2.28
SECCHI_DEPTH,2004,1BXCE000.63,2.55
SECCHI_DEPTH,2005,1BXCE000.63,2.42
SECCHI_DEPTH,2006,1BXCE000.63,3.3666666666666667
SECCHI_DEPTH,2007,1BXCE000.63,2.7
SECCHI_DEPTH,2013,1BXCE000.63,3.98
SECCHI_DEPTH,2014,1BXCE000.63,3.083333333333333
SECCHI_DEPTH,2019,1BXCE000.63,3.2333333333333334
SECCHI_DEPTH,2020,1BXCE000.63,3.42
SECCHI_DEPTH,2021,1BXCE000.63,2.6666666666666665
SECCHI_DEPTH,2022,1BXCE000.63,1.9
SECCHI_DEPTH,2023,1BXCE000.63,2.3166666666666664
SECCHI_DEPTH,1980,2-APP020.23,1.2166666666666668
SECCHI_DEPTH,2001,2-APP020.23,1.2
SECCHI_DEPTH,2006,2-APP020.23,1.25
SECCHI_DEPTH,2009,2-APP020.23,0.9666666666666667
SECCHI_DEPTH,2010,2-APP020.23,1.1
SECCHI_DEPTH,2015,2-APP020.23,1.0833333333333333
SECCHI_DEPTH,2016,2-APP020.23,0.8833333333333333
SECCHI_DEPTH,2019,2-APP020.23,0.95
SECCHI_DEPTH,2021,2-APP020.23,1.0333333333333334
SECCHI_DEPTH,2023,2-APP020.23,1.0333333333333332
SECCHI_DEPTH,2001,2-APP023.27,1.0166666666666666
SECCHI_DEPTH,2006,2-APP023.27,0.9833333333333334
SECCHI_DEPTH,2009,2-APP023.27,0.8666666666666667
SECCHI_DEPTH,2010,2-APP023.27,0.925
SECCHI_DEPTH,2015,2-APP023.27,0.9333333333333333
SECCHI_DEPTH,2016,2-APP023.27,0.8
SECCHI_DEPTH,2019,2-APP023.27,0.6666666666666666
SECCHI_DEPTH,2021,2-APP023.27,0.8833333333333334
SECCHI_DEPTH,2023,2-APP023.27,0.7833333333333333
SECCHI_DEPTH,2001,2-APP026.67,0.8
SECCHI_DEPTH,2006,2-APP026.67,0.6666666666666666
SECCHI_DEPTH,2009,2-APP026.67,0.5666666666666667
SECCHI_DEPTH,2010,2-APP026.67,0.525
SECCHI_DEPTH,2015,2-APP026.67,0.7333333333333334
SECCHI_DEPTH,2016,2-APP026.67,0.5833333333333333
SECCHI_DEPTH,2019,2-APP026.67,0.43333333333333335
SECCHI_DEPTH,2021,2-APP026.67,0.6666666666666666
SECCHI_DEPTH,2023,2-APP026.67,0.5666666666666667
SECCHI_DEPTH,2001,2-APP028.58,0.55
SECCHI_DEPTH,2006,2-APP028.58,0.4666666666666667
SECCHI_DEPTH,2009,2-APP028.58,0.4
SECCHI_DEPTH,2010,2-APP028.58,0.4
SECCHI_DEPTH,2015,2-APP028.58,0.4666666666666667
SECCHI_DEPTH,2016,2-APP028.58,0.4166666666666667
SECCHI_DEPTH,2019,2-APP028.58,0.31666666666666665
SECCHI_DEPTH,2003,2-BRI010.78,1.3833333333333333
SECCHI_DEPTH,2009,2-BRI010.78,1.95
SECCHI_DEPTH,2010,2-BRI010.78,1.5333333333333334
SECCHI_DEPTH,2011,2-BRI010.78,2.066666666666667
SECCHI_DEPTH,2013,2-BRI010.78,1.4166666666666665
SECCHI_DEPTH,2015,2-BRI010.78,1.35
SECCHI_DEPTH,2017,2-BRI010.78,1.35
SECCHI_DEPTH,2018,2-BRI010.78,1.32
SECCHI_DEPTH,2022,2-BRI010.78,1.56
SECCHI_DEPTH,2003,2-BRI013.12,1.34
SECCHI_DEPTH,2009,2-BRI013.12,1.8166666666666667
SECCHI_DEPTH,2010,2-BRI013.12,1.18
SECCHI_DEPTH,2011,2-BRI013.12,1.65
SECCHI_DEPTH,2013,2-BRI013.12,1.25
SECCHI_DEPTH,2015,2-BRI013.12,1.15
SECCHI_DEPTH,2017,2-BRI013.12,1.1166666666666667
SECCHI_DEPTH,2018,2-BRI013.12,1.1
SECCHI_DEPTH,2022,2-BRI013.12,1.24
SECCHI_DEPTH,2004,2-BVR002.19,2.12
SECCHI_DEPTH,2011,2-BVR002.19,2.1833333333333336
SECCHI_DEPTH,2012,2-BVR002.19,2.26
SECCHI_DEPTH,2017,2-BVR002.19,3.1166666666666667
SECCHI_DEPTH,2018,2-BVR002.19,1.88
SECCHI_DEPTH,2023,2-BVR002.19,2.66
SECCHI_DEPTH,2004,2-CFK004.34,1.58
SECCHI_DEPTH,2009,2-CFK004.34,1.1833333333333333
SECCHI_DEPTH,2010,2-CFK004.34,1.1333333333333333
SECCHI_DEPTH,2015,2-CFK004.34,1.0333333333333334
SECCHI_DEPTH,2016,2-CFK004.34,0.9166666666666666
SECCHI_DEPTH,2018,2-CFK004.34,1.05
SECCHI_DEPTH,2021,2-CFK004.34,0.92
SECCHI_DEPTH,2022,2-CFK004.34,0.8500000000000001
SECCHI_DEPTH,2001,2-CHK025.15,0.8666666666666667
SECCHI_DEPTH,2006,2-CHK025.15,0.8
SECCHI_DEPTH,2011,2-CHK025.15,0.6833333333333333
SECCHI_DEPTH,2012,2-CHK025.15,0.8333333333333334
SECCHI_DEPTH,2017,2-CHK025.15,0.6833333333333333
SECCHI_DEPTH,2018,2-CHK025.15,0.55
SECCHI_DEPTH,2021,2-CHK025.15,0.625
SECCHI_DEPTH,2023,2-CHK025.15,0.48333333333333334
SECCHI_DEPTH,2001,2-CHK026.94,0.92
SECCHI_DEPTH,2006,2-CHK026.94,0.9666666666666667
SECCHI_DEPTH,2011,2-CHK026.94,0.65
SECCHI_DEPTH,2012,2-CHK026.94,1.3
SECCHI_DEPTH,2017,2-CHK026.94,0.7333333333333334
SECCHI_DEPTH,2018,2-CHK026.94,0.5333333333333333
SECCHI_DEPTH,2021,2-CHK026.94,0.6
SECCHI_DEPTH,2023,2-CHK026.94,0.5166666666666666
SECCHI_DEPTH,2001,2-CHK029.54,0.925
SECCHI_DEPTH,2006,2-CHK029.54,1.1833333333333333
SECCHI_DEPTH,2011,2-CHK029.54,0.8833333333333333
SECCHI_DEPTH,2012,2-CHK029.54,1.2833333333333332
SECCHI_DEPTH,2017,2-CHK029.54,0.8
SECCHI_DEPTH,2018,2-CHK029.54,0.5833333333333333
SECCHI_DEPTH,2002,2-DSC005.91,0.9333333333333333
SECCHI_DEPTH,2007,2-DSC005.91,1.0833333333333333
SECCHI_DEPTH,2009,2-DSC005.91,1.5166666666666666
SECCHI_DEPTH,2010,2-DSC005.91,1.28
SECCHI_DEPTH,2015,2-DSC005.91,0.78
SECCHI_DEPTH,2016,2-DSC005.91,0.88
SECCHI_DEPTH,2021,2-DSC005.91,1.0333333333333332
SECCHI_DEPTH,2022,2-DSC005.91,1.16
SECCHI_DEPTH,2002,2-DSC007.09,0.8333333333333334
SECCHI_DEPTH,2007,2-DSC007.09,0.85
SECCHI_DEPTH,2009,2-DSC007.09,1.35
SECCHI_DEPTH,2010,2-DSC007.09,1.02
SECCHI_DEPTH,2015,2-DSC007.09,0.72
SECCHI_DEPTH,2016,2-DSC007.09,0.76
SECCHI_DEPTH,2021,2-DSC007.09,0.8666666666666667
SECCHI_DEPTH,2022,2-DSC007.09,1.06
SECCHI_DEPTH,2001,2-DYC000.19,1.1
SECCHI_DEPTH,2006,2-DYC000.19,1.5666666666666667
SECCHI_DEPTH,2011,2-DYC000.19,0.9333333333333333
SECCHI_DEPTH,2012,2-DYC000.19,0.8333333333333333
SECCHI_DEPTH,2017,2-DYC000.19,0.8666666666666667
SECCHI_DEPTH,2018,2-DYC000.19,0.48333333333333334
SECCHI_DEPTH,2022,2-DYC000.19,0.9333333333333333
SECCHI_DEPTH,1980,2-FAC003.85,0.9249999999999999
SECCHI_DEPTH,2003,2-FAC003.85,0.8833333333333333
SECCHI_DEPTH,2008,2-FAC003.85,0.8
SECCHI_DEPTH,2009,2-FAC003.85,1.05
SECCHI_DEPTH,2014,2-FAC003.85,0.64
SECCHI_DEPTH,2015,2-FAC003.85,0.9333333333333333
SECCHI_DEPTH,2004,2-HOL001.05,3.26
SECCHI_DEPTH,2013,2-HOL001.05,2.05
SECCHI_DEPTH,2014,2-HOL001.05,1.2666666666666666
SECCHI_DEPTH,2019,2-HOL001.05,1.2833333333333334
SECCHI_DEPTH,2021,2-HOL001.05,2.35
SECCHI_DEPTH,2023,2-HOL001.05,1.7833333333333334
SECCHI_DEPTH,2006,2-JCB000.80,2.8833333333333333
SECCHI_DEPTH,2009,2-JCB000.80,2.716666666666667
SECCHI_DEPTH,2010,2-JCB000.80,2.6799999999999997
SECCHI_DEPTH,2015,2-JCB000.80,2.15
SECCHI_DEPTH,2016,2-JCB000.80,1.7833333333333334
SECCHI_DEPTH,2021,2-JCB000.80,2.6666666666666665
SECCHI_DEPTH,2022,2-JCB000.80,2.22
SECCHI_DEPTH,1998,2-JKS044.60,3.5666666666666664
SECCHI_DEPTH,1999,2-JKS044.60,3.26
SECCHI_DEPTH,2001,2-JKS044.60,3.52
SECCHI_DEPTH,2002,2-JKS044.60,2.9
SECCHI_DEPTH,2004,2-JKS044.60,3.1666666666666665
SECCHI_DEPTH,2007,2-JKS044.60,2.9333333333333336
SECCHI_DEPTH,2009,2-JKS044.60,3.466666666666667
SECCHI_DEPTH,2013,2-JKS044.60,3.8666666666666667
SECCHI_DEPTH,2014,2-JKS044.60,3.45
SECCHI_DEPTH,2017,2-JKS044.60,3.566666666666667
SECCHI_DEPTH,2018,2-JKS044.60,3.1333333333333333
SECCHI_DEPTH,2021,2-JKS044.60,3.2333333333333334
SECCHI_DEPTH,2022,2-JKS044.60,3.916666666666667
SECCHI_DEPTH,1997,2-JKS046.40,2.4333333333333336
SECCHI_DEPTH,1998,2-JKS046.40,3.4
SECCHI_DEPTH,1999,2-JKS046.40,3.12
SECCHI_DEPTH,2001,2-JKS046.40,3.14
SECCHI_DEPTH,2002,2-JKS046.40,2.3
SECCHI_DEPTH,2004,2-JKS046.40,2.8833333333333333
SECCHI_DEPTH,2007,2-JKS046.40,2.7333333333333334
SECCHI_DEPTH,2009,2-JKS046.40,3.0666666666666664
SECCHI_DEPTH,2013,2-JKS046.40,3.533333333333333
