STATION_ID,variable,model_slope,model_MAD,model_pval,model_intercept
1BCRO009.19,CHLa,-0.08228571428571428,0.10725074411764697,0.002624511718750001,168.63842857142862
1BCRO009.19,SECCHI_DEPTH,0.03571428571428571,0.07392634615384612,0.16398687005521453,-67.61190476190473
1BCRO009.19,NITROGEN_TOTAL,-0.007257625272331154,0.0026615206133735513,2.4414062500000016e-4,15.08483771929825
1BCRO009.19,PHOSPHORUS_TOTAL,7.885106708985487e-20,2.3586818181818182e-4,0.6749867139704894,0.013333333333333251
1BCRO009.79,CHLa,-0.09441666666666668,0.10904464166666668,0.018066406250000007,193.13558333333344
1BCRO009.79,SECCHI_DEPTH,-0.0017857142857142325,0.06475103940217398,0.8469238281250001,7.696428571428669
1BCRO009.79,NITROGEN_TOTAL,-0.0055230263157894765,0.0015907965643274819,2.4414062500000016e-4,11.579811403508774
1BCRO009.79,PHOSPHORUS_TOTAL,0,3.7157894736842087e-4,1,0.01000000000000026
1BXCE000.63,CHLa,-0.08604272959183676,0.09712460910714288,0.0033569335937500013,178.8183163265306
1BXCE000.63,SECCHI_DEPTH,0.009871794871794909,0.0561994102564103,0.42120361328125006,-16.6978205128206
1BXCE000.63,NITROGEN_TOTAL,-0.006199346405228755,5.985608617131143e-4,2.4414062500000016e-4,12.962212418300648
1BXCE000.63,PHOSPHORUS_TOTAL,-4.629629629629631e-5,1.2437573099415206e-4,0.10699462890625001,0.11282407407407567
2-APP020.23,SECCHI_DEPTH,-0.00644910644910645,0.0030861077285354063,0.005889270041817481,14.018473193473213
2-APP020.23,PHOSPHORUS_TOTAL,3.637566137566137e-4,6.177499999999999e-4,0.05758411507287584,-0.7028769841269846
2-BRI010.78,CHLa,0.17341269841269838,0.2912004861111111,0.052633212331448215,-343.12547619047604
2-BRI010.78,SECCHI_DEPTH,-0.026428571428571433,0.0050988888888888915,0.014369289443602941,54.65476190476192
2-BRI010.78,NITROGEN_TOTAL,0.006121794871794871,0.0015998141025640995,0.02734375,-11.859262820512827
2-BRI010.78,PHOSPHORUS_TOTAL,0,1.7159722222222226e-4,0.5541131300694455,0.018333333333332945
2-BRI013.12,CHLa,0.11785714285714276,0.3265036060606061,0.18485825379822088,-229.52714285714242
2-BRI013.12,SECCHI_DEPTH,-0.016666666666666607,0.011790199999999909,0.005761162816017594,34.73333333333312
2-BRI013.12,NITROGEN_TOTAL,0.0017948717948717936,4.74692105263162e-4,0.3074341659273953,-3.0958974358974363
2-BRI013.12,PHOSPHORUS_TOTAL,6.805555555555556e-4,1.8722576923076913e-4,0.024265276173783462,-1.3498194444444445
2-JKS044.60,CHLa,0.02493055555555551,0.04150954868421046,0.2549745410984486,-48.20680555555545
2-JKS044.60,SECCHI_DEPTH,0.014768518518518535,0.014977005555555551,0.06811523437500006,-26.22143518518519
2-JKS044.60,PHOSPHORUS_TOTAL,-2.398205659075223e-4,1.9159202898550722e-4,0.0040445733486984565,0.4917011732229121
2-JKS046.40,CHLa,0.009620370370370371,0.03590956835093014,0.6220703125000002,-16.86900925925925
2-JKS046.40,SECCHI_DEPTH,0.006833333333333337,0.025327750000000034,0.14867854922651083,-10.678999999999998
2-JKS046.40,PHOSPHORUS_TOTAL,-5.594135802469122e-5,1.9276087962962935e-4,0.16975315243886127,0.12315393518518479
2-JKS048.90,CHLa,0.03240476190476192,0.04480452499999995,0.06505043110304784,-62.97819047619045
2-JKS048.90,SECCHI_DEPTH,0.0031578947368421082,0.019077720647773244,0.19688298887486325,-3.772631578947384
2-JKS048.90,PHOSPHORUS_TOTAL,-1.6203703703703682e-4,2.3533333333333333e-4,0.024443638273828977,0.33874999999999966
2-JKS053.48,CHLa,0.10694444444444451,0.10548585947712401,0.5195312499999999,-209.44083333333356
2-JKS053.48,SECCHI_DEPTH,-0.0021794871794871933,0.017091202429149802,0.2857627455728579,5.6626923076923745
2-JKS053.48,PHOSPHORUS_TOTAL,2.7916666666666655e-4,8.757514705882345e-5,0.6777038574218751,-0.5366666666666668
2-MBN000.96,CHLa,0.09818181818181819,0.1931815422077922,0.06636912925875019,-186.96863636363625
2-MBN000.96,SECCHI_DEPTH,-0.02306122448979591,0.0036007939560439538,0.009252445603533565,47.64979591836735
