STATION_ID,variable,model_slope,model_MAD,model_pval,model_intercept
2-APP020.23,SECCHI_DEPTH,-0.00644910644910645,0.0030861077285354063,0.005889270041817481,14.018473193473213
2-LCN000.20,SECCHI_DEPTH,-0.00138888888888889,0.019081611111111108,0.734375,3.6944444444444535
2-PKC001.84,SECCHI_DEPTH,-0.00555555555555556,0.00568330000000001,0.05839790674930142,12.41111111111109
2-SPE000.17,SECCHI_DEPTH,-0.002827342747111683,0.006971032520325198,0.359375,6.648138639281135
4ACRR008.32,SECCHI_DEPTH,6.944444444444233e-4,0.004656524621212147,1,-0.26319444444442297
4ABSA000.62,CHLa,-0.010238095238095253,0.036607138235294136,0.2426449838781083,23.04047619047625
4ABSA000.62,SECCHI_DEPTH,0.0055555555555553875,0.01596003381642541,0.558067532370401,-8.34999999999953
4ABSA000.62,NITROGEN_TOTAL,-0.011545138888888888,0.0036379725378787916,1.9073486328124998e-6,23.657725694444444
4ABSA000.62,DIN,-0.02872222222222222,0.015828127777777787,0.005889270041817481,57.5472222222222
4ABSA000.62,PHOSPHORUS_TOTAL,-1.3888888888888805e-5,2.0179833333333326e-4,0.08582408799724939,0.04236111111111121
4ABSA000.62,TSS,-0.2,0.10213466666666667,0.005889270041817481,402.95
4ABWR002.50,CHLa,0.028444444444444474,0.02307520072463773,0.03933870792388915,-54.9837777777778
4ABWR002.50,SECCHI_DEPTH,-0.012407407407407377,0.02546502777777781,0.049346864223480294,27.74203703703695
4ABWR002.50,NITROGEN_TOTAL,-0.012263157894736844,0.0036436412280701886,9.536743164062499e-7,25.095368421052633
4ABWR002.50,DIN,-0.014780121312379376,0.006377281746622551,4.8030019257880486e-4,29.807249103942652
4ABWR002.50,PHOSPHORUS_TOTAL,-2.582972582972582e-4,3.1431262626262614e-4,2.1340090309075148e-5,0.531435786435786
4ABWR002.50,TSS,-0.1735016835016835,0.05014676470588238,4.7925124105187495e-4,351.01434343434335
4ABWR010.55,CHLa,0.12550000000000006,0.068989245652174,1.8872232146902962e-4,-247.91216666666668
4ABWR010.55,SECCHI_DEPTH,-0.024102564102564124,0.02594549999999999,0.001182001487689069,50.4610256410257
4ABWR010.55,NITROGEN_TOTAL,-0.012380952380952376,0.008413166666666682,9.536743164062499e-7,25.449999999999974
4ABWR010.55,DIN,-0.020734126984126997,0.009795750000000021,1.2207031250000005e-4,41.74257936507939
4ABWR010.55,PHOSPHORUS_TOTAL,-1.5878464276633617e-4,4.572146765134197e-4,0.007406545687543239,0.3513159166031019
4ABWR010.55,TSS,-0.08101851851851855,0.12300088888888898,0.008357827641729444,167.37962962962968
4ABWR017.42,CHLa,0.24627777777777785,0.19424119166666626,2.4980306625366206e-4,-483.9286111111113
4ABWR017.42,SECCHI_DEPTH,-0.00833333333333337,0.007198130434782551,0.052519083023071365,17.916666666666707
4ABWR017.42,NITROGEN_TOTAL,2.5974025974025996e-4,0.0037150575757575787,0.864887237548828,0.06366233766234419
4ABWR017.42,DIN,-0.021042483660130718,0.0034217159041394236,2.4414062500000016e-4,42.26600980392157
4ABWR017.42,PHOSPHORUS_TOTAL,-5.121212121212117e-4,4.1434871229456967e-4,1.5788367424003112e-4,1.0713636363636363
4ABWR017.42,TSS,-0.7962962962962963,0.3488103535353537,0.008538987871587803,1597.4629629629628
4ACCK001.80,CHLa,0.020821428571428567,0.041240582692307695,0.015132129192352321,-39.95223809523806
4ACCK001.80,SECCHI_DEPTH,0.014761904761904757,0.019415,0.043557882308959954,-26.706666666666642
4ACCK001.80,NITROGEN_TOTAL,-0.010330043859649122,0.004699776973684213,4.2962562380301066e-5,21.22101206140351
4ACCK001.80,PHOSPHORUS_TOTAL,-4.6957671957671937e-4,2.3306022727272708e-4,4.958556291079307e-6,0.9595370370370369
4ACOA000.60,CHLa,0.0019666666666666686,0.037755091040724,0.853199541568756,-1.9369333333333199
4ACOA000.60,SECCHI_DEPTH,0.004090909090909104,0.020243192307692323,0.6170211785581851,-5.402613636363623
4ACOA000.60,NITROGEN_TOTAL,-0.01669114219114219,0.003937904254079256,9.536743164062499e-7,34.00610722610722
4ACOA000.60,DIN,-0.011860670194003527,0.004113935690235688,0.005889270041817481,23.976437389770723
4ACOA000.60,PHOSPHORUS_TOTAL,-2.5106837606837616e-4,3.3240833333333367e-4,2.577561914758674e-4,0.5187136752136754
4ACOA000.60,TSS,-0.07424242424242423,0.1149656818181818,0.08293108208496205,152.41010101010096
4AGIL002.39,CHLa,0.023055555555555548,0.04231721212121214,0.19518183141056958,-41.784722222222264
4AGIL002.39,SECCHI_DEPTH,-0.015238095238095242,0.016414500000000026,1.3989210128784177e-4,32.29238095238091
4AGIL002.39,NITROGEN_TOTAL,-0.00663467261904762,0.007159281249999994,9.536743164062499e-7,13.77178794642857
4AGIL002.39,DIN,-0.016977777777777776,0.003931635555555552,0.0010908351761252978,34.03151111111111
4AGIL002.39,PHOSPHORUS_TOTAL,-6.560698145550881e-4,5.385512820512825e-4,4.691645867242855e-6,1.349767999064984
4AGIL002.39,TSS,-0.3506944444444444,0.36456609848484844,0.0012207031250000009,704.9340277777778
4AROA158.22,CHLa,0.019439393939393944,0.026935915967365977,0.02294020354747772,-37.30428787878785
4AROA158.22,SECCHI_DEPTH,-0.006249999999999978,0.03335850000000003,0.6276643574237822,15.422500000000014
4AROA158.22,NITROGEN_TOTAL,-0.008901515151515153,0.004964463636363645,9.536743164062499e-7,18.350575757575747
4AROA158.22,DIN,-0.016236772486772487,0.005702911111111113,2.4414062500000016e-4,32.7188492063492
4AROA158.22,PHOSPHORUS_TOTAL,-4.69298245614035e-4,2.0672949561403503e-4,4.176030841378529e-7,0.9554736842105263
4AROA158.22,TSS,-0.10259462759462759,0.08552707264957264,0.01002097758564918,207.28333333333336
4AROA163.76,CHLa,0.029003968253968268,0.07338281666666663,0.049101904034614556,-55.858646825396846
4AROA163.76,SECCHI_DEPTH,-0.0070486111111111305,0.03363305555555557,0.3463029684471134,17.01914583333338
4AROA163.76,NITROGEN_TOTAL,-0.011374999999999994,0.005044958333333337,3.3378601074218746e-6,23.40079166666666
4AROA163.76,DIN,-0.018427832244008714,0.007272895915032718,4.813507574741011e-4,36.97387663398692
4AROA163.76,PHOSPHORUS_TOTAL,-2.886904761904762e-4,2.3759615384615388e-4,1.1052520306704851e-5,0.5930505952380951
4AROA163.76,TSS,-0.10539452495974236,0.03121034694773828,1.5258789062500003e-5,213.68937198067636
4AROA167.34,CHLa,0.029816666666666714,0.06411009499999991,0.14815247058868405,-57.05350000000008
4AROA167.34,SECCHI_DEPTH,-0.004315476190476206,0.021894824999999972,0.33613950014114374,11.498809523809541
4AROA167.34,NITROGEN_TOTAL,-0.013939583333333337,0.00679090338800905,4.7683715820312495e-7,28.575552083333342
4AROA167.34,DIN,-0.02326388888888889,0.005275834595959597,9.765624999999999e-4,46.637777777777785
4AROA167.34,PHOSPHORUS_TOTAL,-5.429292929292928e-4,2.612710647195942e-4,1.1603833527921683e-5,1.1040025252525254
4AROA167.34,TSS,-0.03685897435897433,0.18541756993006991,0.0452098513975418,77.72970085470075
4AROA175.63,CHLa,0.17260457516339867,0.10627770999999986,3.755092620849614e-5,-339.1269771241829
4AROA175.63,SECCHI_DEPTH,-0.006349206349206352,0.010468712820512802,0.03853411972522735,14.46825396825399
4AROA175.63,NITROGEN_TOTAL,-0.011273809523809531,0.01081062500000001,2.4340403206753994e-4,23.45400000000001
