Station,variable,model_slope,model_MAD,model_pval,model_intercept,minYear,adjusted_intercept
1ADOU000.60,CHLA,1.3398833333333333,0.8360257849999998,0.010726857857329044,-2674.3777333333337,2004,10.748466666666445
1ADOU000.60,TN,0.008966666666666689,0.011285409999999987,1,-16.74990000000006,2004,1.2192999999999827
1ADOU000.60,TP,-6.875000000000006e-5,0.0016782208333333314,0.6098450595591846,0.200062500000001,2004,0.062287500000000884
1ADOU000.60,TSS,0.5,0.464548,0.003239921272238347,-990,2004,12
1ADOU000.60,SECCHI,-0.004648148148148144,0.007852288888888895,0.17480468749999997,9.881555555555554,2004,0.5666666666666735
1ANEA000.57,CHLA,-0.32281249999999995,1.2248870549999997,0.232421875,665.8694999999989,2006,18.307624999999007
1ANEA000.57,TN,-0.08896520146520147,0.033059807692307715,0.005857099085284128,180.12186813186815,2006,1.657673992674006
1ANEA000.57,TP,-0.0017559523809523802,0.0016442785256410239,0.005889270041817481,3.6009020146520143,2006,0.07846153846153969
1ANEA000.57,TSS,-0.941538461538461,0.4778986410256405,0.005889270041817481,1916.0338461538443,2006,27.307692307691468
1ANEA000.57,SECCHI,0.03464285714285714,0.00922947916666668,0.014029060898300376,-69.16678571428572,2006,0.32678571428570535
1AOCC002.47,CHLA,-1.1802202380952382,0.685840758333333,0.01953125,2388.073857142858,2004,22.912500000000364
1AOCC002.47,TN,-0.0396279761904762,0.012426090277777762,0.01171875,80.73911607142861,2004,1.324651785714309
1AOCC002.47,TP,-0.0034848484848484843,0.001765891414141414,0.0078125,7.0686363636363625,2004,0.08499999999999996
1AOCC002.47,TSS,-0.6405723905723905,0.5217001262626261,0.02734375,1301.0867003367002,2004,17.37962962962979
1AOCC002.47,SECCHI,0.02670454545454546,0.010823104797979786,0.0390625,-53.040909090909096,2004,0.4750000000000085
1APOH000.93,CHLA,0.024277777777777898,0.2776271458333335,0.9374999999999998,-33.12166666666735,2007,15.603833333332886
1APOH000.93,TN,-0.01584027777777778,0.052333720833333354,0.15625000000000006,33.016479166666684,2007,1.2250416666666801
1APOH000.93,TP,-0.003833333333333333,0.005189100000000001,0.046875000000000014,7.772666666666664,2007,0.07916666666666483
1APOH000.93,SECCHI,0,0,0.1814492077214203,0.5,2007,0.5
1APOH002.32,CHLA,0.316416666666667,0.32499415666666615,0.006835937500000005,-624.368083333334,2004,9.730916666666758
1APOH002.32,TN,-0.15802083333333333,0.027642253333333318,0.003251806125512239,319.27447916666665,2004,2.6007291666666674
1APOH002.32,TP,-4.861111111111102e-4,0.0011737249999999998,0.5047392591799147,1.0306944444444426,2004,0.05652777777777784
1APOH002.32,TSS,-0.14166666666666677,0.6177499999999999,0.3012695312500002,294.4833333333336,2004,10.583333333333371
1APOH002.32,SECCHI,0.011111111111111108,0.03294666666666666,0.14515128094111193,-21.50555555555555,2004,0.7611111111111128
1AQUA000.43,CHLA,2.5715416666666666,0.4281213416666669,0.00390625,-5155.695291666667,2007,5.388833333333423
1AQUA000.43,TN,-0.010133333333333328,0.029034250000000022,0.203125,21.36573333333329,2007,1.028133333333301
1AQUA000.43,TP,0.0025000000000000005,0.0010378199999999988,0.01171875,-4.954500000000007,2007,0.0629999999999944
1AQUA000.43,TSS,1.433333333333333,0.7639508333333339,0.01171875,-2863.766666666666,2007,12.933333333333394
1AQUA000.43,SECCHI,-0.032916666666666664,0.018267750000000003,0.09765625,66.72833333333331,2007,0.6645833333333115
LE2.2,CHLA,-0.24232007575757586,0.21793209136363637,0.0058976411819458095,498.8709753787882,2000,14.230823863636488
LE2.2,TN,-0.007373376623376623,0.008208977972027966,0.0015923527259907567,15.548977272727273,2000,0.8022240259740272
LE2.2,DIN,-0.001284699074074074,0.004400575553030303,0.22461498842054986,2.643073333333333,2000,0.07367518518518512
LE2.2,TP,-5.614801864801863e-4,2.660015454545452e-4,4.127768281649536e-5,1.1660877622377621,2000,0.04312738927738957
LE2.2,TSS,-0.09936868686868683,0.060623738636363604,4.17525043367582e-4,204.40574494949482,2000,5.668371212121173
LE2.2,SECCHI,0.003472222222222228,0.01642653409090909,0.7102901192688726,-5.634722222222271,2000,1.3097222222221854
LE3.1,CHLA,0.20101406926406928,0.16086956730769233,0.0017537222408484092,-392.5208668831169,2000,9.50727164502166
LE3.1,TN,0.0046666666666666835,0.004117277350427373,0.030968820274677268,-8.792541666666711,2000,0.5407916666666566
LE3.1,DIN,-5.580357142857145e-4,8.548370192307688e-4,0.008937932297726525,1.1458690476190494,2000,0.02979761904762035
LE3.1,TP,7.178571428571433e-4,5.402885625000006e-4,2.534389495849609e-4,-1.3864821428571437,2000,0.049232142857142946
LE3.1,TSS,0.012878787878787792,0.34044888888888886,0.5774104068187204,-12.349242424242304,2000,13.40833333333328
LE3.1,SECCHI,-0.012249999999999995,0.008432777777777775,6.386773066050504e-4,25.551166666666646,2000,1.0511666666666564
LE3.2,CHLA,0.21258403361344524,0.22281212916666662,6.389617919921884e-5,-417.6932492997197,2000,7.474817927170818
LE3.2,TN,0.00467916666666667,0.003618822850877196,0.007759513775012634,-8.919008333333341,2000,0.4393249999999984
LE3.2,DIN,-2.2348484848484722e-5,9.324164062499995e-4,0.2839276309671702,0.053063636363636354,2000,0.008366666666666911
LE3.2,TP,5.711111111111111e-4,5.282448888888907e-4,5.245208740234374e-5,-1.1072688888888895,2000,0.034953333333332726
LE3.2,TSS,0.09970238095238096,0.2250375,0.006931076846416632,-193.5014880952381,2000,5.903273809523824
LE3.2,SECCHI,-0.017619825708061004,0.009307433333333344,5.960464477539071e-7,36.64251089324618,2000,1.4028594771241742
LE3.4,CHLA,0.25666666666666593,0.1684692500000001,2.5033132590790614e-5,-505.95333333333474,2000,7.379999999997153
LE3.4,TN,0.008457187499999998,0.005613288333333332,0.0029903989803485164,-16.471708124999992,2000,0.442666875000004
LE3.4,DIN,-4.815476190476193e-4,5.742267045454543e-4,0.03948163986206062,0.9973000000000007,2000,0.03420476190476218
LE3.4,TP,9.77962962962963e-4,9.272010763888892e-4,1.882470936791458e-4,-1.9260064814814812,2000,0.02991944444444483
LE3.4,TSS,0.07870370370370366,0.1404578742690058,0.008934442349665528,-153.51388888888889,2000,3.893518518518448
LE3.4,SECCHI,-0.017916666666666678,0.006419754901960779,2.5033132590790614e-5,37.50875000000001,2000,1.6754166666666563
LE4.1,CHLA,0.283826923076923,0.1258760663461539,1.3636228324736722e-4,-557.5742884615383,2000,10.079557692307617
LE4.1,TN,0.0034249999999999893,0.004139439791666689,0.033280741538814426,-6.239616666666609,2000,0.6103833333333695
LE4.1,DIN,0.0014930555555555556,0.0028804799999999965,0.46621836471362,-2.9139097222222228,2000,0.07220138888888838
LE4.1,TP,9.297500000000005e-4,9.571418500000012e-4,0.015044927597045923,-1.7861386666666674,2000,0.07336133333333339
LE4.1,TSS,-0.12386363636363631,0.6715050877192982,0.3535860009489778,275.742803030303,2000,28.015530303030346
LE4.1,SECCHI,-0.002878787878787876,0.0037920757575757645,0.00467351873501807,6.356969696969695,2000,0.5993939393939423
LE4.2,CHLA,0.035248917748917724,0.13552258333333334,0.4839049991655333,-60.529859307359274,2000,9.967976190476179
LE4.2,TN,0.002022727272727272,0.004656674378787882,0.3242239604659452,-3.548681818181814,2000,0.49677272727273003
LE4.2,DIN,9.230769230769239e-4,0.0021297333198380575,0.24716576222476597,-1.75966153846154,2000,0.08649230769230787
LE4.2,TP,2.408333333333346e-4,0.0013593588749999973,0.21821892261505166,-0.4228800000000024,2000,0.058786666666666765
LE4.2,TSS,0.15438596491228085,0.41690125730994115,0.5970840714545931,-293.4228070175441,2000,15.349122807017636
LE4.2,SECCHI,0.0016666666666666661,0.0040153749999999894,0.10234086159109562,-2.5341666666666587,2000,0.7991666666666735
LE4.3,CHLA,-0.045442890442890446,0.14611934759358286,0.10644761063508881,99.14816433566435,2000,8.262383449883458
LE4.3,TN,0.001168055555555552,0.002700052009803924,0.18396702680093052,-1.8233249999999732,2000,0.5127861111111305
